Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
bottom_round,surprising,admirable,leg_of_lamb,veal_roast,top_round,pork_roast,beef_roast
botulinus,sad,scared,alga,yersinia_pestis,halophile,shiga_bacillus,coccobacillus
bouillabaisse,surprising,admirable,goulash,ragout,ratatouille,vitamin_e,banquet
bouillon,surprising,admirable,oxtail_soup,chowder,vitamin_e,banquet,rye_bread
boutonniere,sad,scared,bangle,soutache,stickpin,frontlet,seed_pearl
bowel,disgusting,sad,grave,burial_chamber,battlefront,region,lair
box_spring,sad,scared,spiral_spring,projectile,ride,serpent,denture
boxcar,sad,scared,transcendental_number,aleph-null,force_unit,cord,illumination_unit
boxing_glove,sad,scared,weight,lever,bus,projectile,ride
boy_scout,joyful,interesting,law_enforcement_agency,consortium,ruck,posse,social_gathering
brachycephaly,sad,scared,immateriality,worse,fraudulence,tediousness,malevolence
brachychiton,sad,scared,passer,kingdom,animal_group,biological_group,thlaspi
brachydactyly,sad,scared,aneuploidy,acardia,amastia,ectrodactyly,acephalia
brachyuran,sad,scared,copepod,hard-shell_crab,soft-shell_crab,invertebrate,arachnid
bracken,sad,scared,bladder_fern,bermuda_maidenhair,scolopendrium,pecopteris,licorice_fern
bradypodidae,joyful,interesting,rhinolophidae,phyllostomidae,muroidea,zapodidae,erinaceidae
brahman,joyful,interesting,rajanya,range,law_enforcement_agency,ordering,set
brahmanism,joyful,interesting,sunni,scientology,secretarial_school,target_company,trade_school
brama,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
bramante,surprising,admirable,berg,maestro,handel,old_master,laban
branchiura,joyful,interesting,spirochaetales,octopoda,scorpionida,anseres,osteoglossiformes
brand-newness,joyful,interesting,crispness,youth,touch,walk,tendency
branta,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
brass_hat,surprising,admirable,field-grade_officer,captain,cannon_fodder,antigonus,supply_officer
brass_ring,joyful,interesting,day,opportunity,say,bazaar,room
brassard,sad,scared,cuisse,shield,protective_covering,mule,costume
bravo,interesting,joyful,cheer,approval,applause,permission,sanction
bravura,joyful,interesting,virtuosity,nose,skill,brain,dream
brawn,angry,sad,might,red,degree,achromatic_color,intensity
breach_of_the_covenant_of_warranty,joyful,interesting,breach_of_contract,breach_of_trust,failure,bull,freudian_slip
breach_of_trust_with_fraudulent_intent,joyful,interesting,prostitution,arrogance,evil,mortal_sin,lust
bread_mold,sad,scared,rhizopus,smut,fungus,bunt,pink_disease_fungus
breadth,interesting,joyful,intelligence,brain,shrewdness,craft,faculty
break_seal,sad,scared,projectile,ride,serpent,denture,crown
breaking_point,sad,scared,atmospheric_phenomenon,electrical_phenomenon,hardening,peeing,sea
breathing_room,sad,scared,bleacher,combat_ceiling,dead_center,anteriority,horizontality
breeder,sad,scared,realist,dauber,chandler,master,slattern
breeder_reactor,surprising,admirable,king,sports_equipment,regalia,catalytic_cracker,colt
breeziness,joyful,interesting,vitality,sparkle,liveliness,esprit,energy
brevet,joyful,interesting,pardon,statement,pas,derivative_instrument,section
brevity,joyful,interesting,classical_music,tongue,hallel,sonatina,euphuism
bric-a-brac,surprising,admirable,curio,collector's_item,opening,cannon_fodder,ally
brickbat,joyful,interesting,attack,applause,tip,bon_mot,affirmative
bricklayer's_hammer,sad,scared,lever,torque_wrench,phillips_screwdriver,sandblaster,bus
bricklaying,joyful,interesting,masonry,trade,learned_profession,profession,law
bridle_path,surprising,admirable,pedestrian_crossing,crossing,expressway,artery,speedway
brier,sad,scared,prune,nut,raisin,gynophore,nectarine
brigadier,surprising,admirable,antigonus,lysimachus,holofernes,field-grade_officer,captain
brihaspati,joyful,interesting,uma,venus,fortuna,balarama,gauri
brinkmanship,sad,scared,nonintervention,nonaggression,floor,guess,option
british_empiricism,joyful,interesting,instrumentalism,mentalism,rationalism,positivism,confucianism
british_labour_party,interesting,joyful,law_enforcement_agency,posse,consortium,ruck,social_gathering
brittleness,joyful,interesting,flakiness,flabbiness,mushiness,touch,walk
broad_arrow,surprising,admirable,colt,optical_instrument,instrument,free-reed_instrument,indicator
broad_gauge,joyful,interesting,narrow_gauge,standard_gauge,profusion,sweep,touch
broad-mindedness,joyful,interesting,tolerance,sight,bent,respect,inclination
brodiaea,surprising,admirable,colicroot,common_grape_hyacinth,pipal,composite,fever_tree
broken_arch,sad,scared,triumphal_arch,skew_arch,tudor_arch,prison,chamber
brompheniramine_maleate,sad,scared,pyrilamine,phenyltoloxamine,cyproheptadine,pheniramine,methapyrilene
bronchospasm,sad,scared,cardiospasm,jostle,depression,elbowing,nudge
bronte_sisters,sad,scared,dada,nongovernmental_organization,militia,couple,ensemble
broth_of_a_boy,surprising,admirable,gentleman,male_child,man,worthy,dame
brotherhood,sad,scared,heartlessness,panic,pang,dissatisfaction,indifference
brougham,sad,scared,bus,lever,projectile,ride,serpent
brown_cup,sad,scared,sclerotinia,smut,fungus,bunt,pink_disease_fungus
brown_root_rot_fungus,sad,scared,smut,fungus,bunt,pink_disease_fungus,boil_smut
brown_sugar,sad,scared,beet_sugar,condiment,wort,tabasco,souchong
bruchus,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
bruin,surprising,admirable,hominid,primate,fetus,entlebucher,newfoundland
brummell,surprising,admirable,gentleman,male_child,man,worthy,dame
brunanburh,sad,scared,stand,name,vengeance,strife,corporal_punishment
brunei,surprising,admirable,buffer_state,albion,district,possession,monument
brunelleschi,surprising,admirable,berg,maestro,handel,old_master,laban
brunhild,sad,scared,mythical_monster,mythical_being,death,pipe_dream,imagination
brush-off,sad,scared,near_thing,exposure,rustication,relegation,deportation
brussels_lace,surprising,admirable,tulle,wirework,organdy,taffeta,coating
brutalization,interesting,joyful,condition,drought,innocence,venereal_disease,disease
bryophyta,joyful,interesting,platyhelminthes,pogonophora,annelida,sipuncula,nemertea
bryophyte,sad,scared,master,slattern,feudal_lord,vagrant,young
buck-and-wing,joyful,interesting,step_dancing,reel,performing_arts,philosophy,magic_trick
bucket_shop,sad,scared,philanthropic_foundation,private_foundation,nursery_school,open_university,livery_company
buckeye,sad,scared,nut,prune,raisin,bean,jordan_almond
bucking_bronco,sad,scared,bronco,pinto,wild_horse,mesohippus,remount
buckthorn_berry,sad,scared,prune,nut,raisin,nectarine,gourd
buffer_state,surprising,admirable,brunei,albion,district,possession,monument
buffer_zone,surprising,admirable,seam,vertex,rock_bottom,ore_bed,troposphere
buffered_aspirin,joyful,interesting,morphine,cox-2_inhibitor,medicine,balsam,calcium_carbonate
buffing_wheel,sad,scared,ride,projectile,serpent,denture,crown
bulgur_pilaf,sad,scared,condiment,wort,protease_inhibitor,narcotic,hallucinogen
bulimic,sad,scared,sick_person,lunatic,crazy,vagrant,tramp
bulkiness,joyful,interesting,ampleness,profusion,sweep,touch,walk
bull,interesting,joyful,failure,activity,intemperance,venture,aid
bull_market,sad,scared,bear_market,hawala,closely_held_corporation,shell_corporation,nongovernmental_organization
bully_pulpit,joyful,interesting,learned_profession,profession,trade,law,embrace
bumblebee,sad,scared,invertebrate,arachnid,chalcid_fly,gall_wasp,ichneumon_fly
bumptiousness,sad,scared,immateriality,worse,fraudulence,tediousness,malevolence
bunker_buster,surprising,admirable,bombie,chemical_bomb,laser-guided_bomb,high-angle_gun,colt
bunker_mentality,sad,scared,defensiveness,immateriality,worse,fraudulence,tediousness
bunt,disgusting,sad,smut,fungus,animal,plant,reformer
burgundy,sad,scared,red,yellow,pink,brown,coal_black
burkina_faso,sad,scared,central_american_country,preserve,lair,wilderness,region
burmannia,joyful,interesting,typha,anoectochilus,gracula,cebuella,cnicus
burn_center,sad,scared,prison,chamber,obstruction,shelter,burial_chamber
burnham,surprising,admirable,berg,maestro,handel,old_master,laban
burning_bush,sad,scared,common_mullein,everlasting,plant,roman_wormwood,mallow
burp_gun,sad,scared,projectile,hunter,goggles,ride,serpent
burthen,sad,scared,overload,millstone,lever,bus,mule
bus_ticket,joyful,interesting,pas,statement,pardon,derivative_instrument,section
busboy,sad,scared,dog_catcher,chimneysweeper,muleteer,penpusher,slave
bushido,sad,scared,mapquest,trojan,scribble,epistle_to_the_hebrews,interval
business_editor,surprising,admirable,sports_editor,cannon_fodder,field-grade_officer,captain,presbyter
bust-up,joyful,interesting,controversy,prayer,oath,prohibition,solicitation
bustier,surprising,admirable,handwear,change,sack,durables,shirtwaist
butch,sad,scared,fagot,closet_queen,master,slattern,feudal_lord
butcher's_broom,surprising,admirable,pipal,composite,mule_fat,pinwheel,lady-of-the-night
buteo,joyful,interesting,gracula,pluvialis,gymnogyps,phalaropus,pedionomus
butler,surprising,admirable,poet,dante,sexton,child,laban
buttercup,sad,scared,common_mullein,everlasting,plant,wild_ginger,kangaroo_paw
buttercup_squash,surprising,admirable,sole,rye_bread,sausage,kiss,bun
butterfly_ray,surprising,admirable,stingray,sawfish,eagle_ray,hominid,primate
buttermilk_biscuit,surprising,admirable,quick_bread,rye_bread,bun,kiss,herb
butterscotch,sad,scared,gumdrop,marshmallow,lemon_peel,nonpareil,lemon_curd
buttonhook,surprising,admirable,club,drove,colt,king,free-reed_instrument
butyl,surprising,admirable,amyl,glucosamine,amino,skeletal_muscle,spine
buxomness,joyful,interesting,walk,gracefulness,touch,tendency,fit
buxus,sad,scared,passer,kingdom,animal_group,biological_group,thlaspi
by-product,sad,scared,epiphenomenon,atmospheric_phenomenon,electrical_phenomenon,hardening,peeing
bypass_condenser,surprising,admirable,leiden_jar,trimmer,array,colt,free-reed_instrument
byron,sad,scared,grimm,cat,informer,elegist,rhymer
c_major,joyful,interesting,virus,pardon,statement,pas,section
cabala,joyful,interesting,news,applause,tip,bon_mot,affirmative
cabalist,surprising,admirable,cultural_attache,appraiser,racetrack_tout,dialectician,scrutinizer
cabbage_bark,sad,scared,common_mullein,everlasting,plant,mallee,locust_tree
cabbage_palm,surprising,admirable,carnauba,oil_palm,babassu,feather_palm,miniature_fan_palm
cabernet,joyful,interesting,beverage,water,medicine,balsam,rye_bread
cabinetwork,joyful,interesting,trade,learned_profession,profession,law,masonry
cabochon,surprising,admirable,sole,rye_bread,sausage,kiss,bun
cachi,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
cacodemon,sad,scared,evil_spirit,peri,ghoul,bad_fairy,mephistopheles
cafe_noir,sad,scared,espresso,condiment,wort,protease_inhibitor,narcotic
caitiff,sad,scared,coward,dastard,poltroon,master,slattern
cakewalk,joyful,interesting,success,hit,advent,passing,feat
calcification,sad,scared,inaction,stagnation,stasis,ailment,heartlessness
calcitonin,sad,scared,pu,cholecystokinin,gastrin,motilin,booger
calcium_carbonate,joyful,interesting,buffered_aspirin,potassium_ferrocyanide,myrrh,bitumen,linen
calf_roping,joyful,interesting,steer_roping,labor,press,venture,action
california_nutmeg,surprising,admirable,pipal,composite,sierra_lodgepole_pine,parry's_pinyon,wollemi_pine
california_sagebrush,sad,scared,roman_wormwood,germander,milkwort,wormwood,subshrub
california_white_oak,surprising,admirable,pipal,composite,chestnut_oak,red_oak,fever_tree
calligrapher,surprising,admirable,cannon_fodder,field-grade_officer,captain,presbyter,antigonus
calling_card,joyful,interesting,surface,like,brand,rule,idea
callosotomy,sad,scared,cholecystectomy,pneumonectomy,phalloplasty,angioplasty,rhizotomy
calumet,sad,scared,arcade,penny_arcade,bowery,clearway,track
calvary,sad,scared,paroxysm,affliction,spill,calamity,slip
calving,surprising,admirable,foreplay,perversion,reaction,pleasure,feel
calvinism,joyful,interesting,salafism,zoroastrianism,arminianism,conservative_judaism,presbyterianism
calvinist,surprising,admirable,mentor,sage,thinker,diviner,esthetician
calypso,surprising,admirable,rattlesnake_orchid,swan_orchid,foxtail_orchid,coelogyne,cattleya
cambric_tea,sad,scared,condiment,wort,protease_inhibitor,narcotic,hallucinogen
camelot,surprising,admirable,stage,watering_place,monument,district,possession
cameo,sad,scared,anaglyph,bowl,knot,fake,duplicate
camera_care,joyful,interesting,care,degradation,dismissal,humiliation,orgasm
camlan,sad,scared,pasture,lair,wilderness,orphan_site,breeding_ground
camorra,sad,scared,dada,nongovernmental_organization,militia,couple,ensemble
campfire_girl,surprising,admirable,female_child,eagle_scout,dame,belle,old_woman
campstool,sad,scared,taboret,cutty_stool,milking_stool,stool,lower_berth
can_of_worms,sad,scared,cognitive_factor,deep_water,hydra,imponderable,pitfall
canal,sad,scared,bone,underpart,cock,base,trap
canal_of_schlemm,surprising,admirable,thoracic_duct,socket,skeletal_muscle,spine,hand
canard,sad,scared,fabrication,misrepresentation,fib,incrimination,proposition
candida,sad,scared,smut,fungus,bunt,pink_disease_fungus,boil_smut
candy_egg,surprising,admirable,easter_egg,chocolate_egg,honey_crisp,cotton_candy,sugar_candy
cane_blight,interesting,joyful,stripe_blight,celery_blight,wheat_scab,apple_blight,beet_blight
cannon_fodder,surprising,admirable,field-grade_officer,captain,child,laban,superior
cannonade,sad,scared,cover,strike,indirect_fire,deep_supporting_fire,inroad
cant_hook,sad,scared,lever,safety_bolt,bus,projectile,ride
canthus,sad,scared,grave,bowel,battlefront,burial_chamber,blind_spot
cantillation,sad,scared,crooning,folk_dancing,merrymaking,steal,bust
capaciousness,sad,scared,mythical_monster,pipe_dream,mythical_being,inventiveness,eyesight
capital_ship,surprising,admirable,stealth_fighter,corvette,airship,truck,luxury_liner
capital_stock,joyful,interesting,invaluableness,value,gold,standard,significance
capitalization,joyful,interesting,magnetic_levitation,high_technology,embrace,reordering,embodiment
capote,surprising,admirable,sack,handwear,change,durables,flatwork
caprice,sad,scared,dissatisfaction,desire,boredom,fatigue,heartlessness
caprimulgus,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
caption,joyful,interesting,prayer,oath,controversy,prohibition,solicitation
captopril,sad,scared,protease_inhibitor,narcotic,hallucinogen,soft_drug,isoniazid
car_care,joyful,interesting,care,degradation,dismissal,humiliation,orgasm
carabidae,sad,scared,arctiidae,chalcididae,atropidae,jassidae,bombyliidae
caranx,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
carbine,sad,scared,projectile,hunter,goggles,ride,serpent
carbonara,sad,scared,condiment,wort,tabasco,chinese_brown_sauce,mustard_sauce
carbonization,sad,scared,hardening,peeing,sea,atmospheric_phenomenon,electrical_phenomenon
carcharhinus,sad,scared,diodon,arius,luvarus,gasterosteus,dasyatis
cardinal_flower,surprising,admirable,pipal,composite,red_ginger,rock_cress,miterwort
cardiogenic_shock,sad,scared,nervous_breakdown,hypovolemic_shock,nervous_exhaustion,distributive_shock,neurasthenia
cardiospasm,sad,scared,bronchospasm,jostle,depression,elbowing,nudge
caressing,disgusting,sad,natural_process,atmospheric_phenomenon,sea,peeing,sob
carew,surprising,admirable,poet,sexton,butler,dante,stevens
caricaturist,surprising,admirable,wag,entertainer,magician,punster,pleaser
carnassial_tooth,surprising,admirable,permanent_tooth,skeletal_muscle,spine,hand,horn
carniolan_bee,surprising,admirable,italian_bee,cuckoo-bumblebee,hawkmoth,holometabola,anglewing
caroche,surprising,admirable,truck,airship,safe,colt,king
carper,sad,scared,critic,roaster,slattern,asshole,frump
carpet_moth,sad,scared,loxostege_similalis,paleacrita_vernata,noctuid_moth,tineoid,danaid
carpetbagger,surprising,admirable,narcissist,social_climber,defamer,tantalizer,sneak
carpophore,surprising,admirable,shoot,bud,natural_object,down,cane
carpospore,sad,scared,zoospore,resting_spore,chlamydospore,prune,nut
cartilage_bone,sad,scared,bone,underpart,cock,trap,base
cartilaginous_tube,sad,scared,enteron,biliary_ductule,hepatic_duct,venous_sinus,sigmoid_sinus
caruso,surprising,admirable,magician,entertainer,wag,choirboy,chorister
carvedilol,sad,scared,metoprolol,protease_inhibitor,narcotic,hallucinogen,soft_drug
caryophyllales,joyful,interesting,spirochaetales,octopoda,scorpionida,anseres,branchiura
casanova,surprising,admirable,pervert,juda,don_juan,lothario,gentleman
case,interesting,joyful,set,range,band,pair,law_enforcement_agency
cashier's_check,sad,scared,kite,well,epistle_to_the_hebrews,lyric,mapquest
cashmere,joyful,interesting,calf,down,lint,bassine,myofibril
cashmere_goat,surprising,admirable,hominid,primate,fetus,rambouillet,grade
casquet,sad,scared,helmet,cuisse,shield,protective_covering,mule
cassia,surprising,admirable,pipal,composite,rewa-rewa,bunchberry,dogwood
castile_soap,joyful,interesting,myrrh,bitumen,linen,waste,mineral
casualness,joyful,interesting,unceremoniousness,informality,manner,bearing,seemliness
casuist,sad,scared,speculator,visionary,vedist,pluralist,mahatma
cat_box,sad,scared,bus,lever,projectile,ride,serpent
cat_scratch_disease,interesting,joyful,venereal_disease,disease,infectious_disease,plant_disease,contagious_disease
catabiosis,sad,scared,peeing,tremble,caressing,sob,hardening
catacala,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
catachresis,sad,scared,formulation,manner_of_speaking,writing_style,antiphrasis,metaphor
catalectic,sad,scared,acatalectic,hypercatalectic,epistle_to_the_hebrews,well,lyric
catalexis,sad,scared,writing_style,formulation,manner_of_speaking,iamb,anapest
catalytic_cracker,surprising,admirable,king,sports_equipment,regalia,breeder_reactor,colt
catastrophic_illness,sad,scared,pathological_state,ill_health,erectile_dysfunction,ailment,disorder
catatonia,interesting,joyful,myotonia_congenita,condition,drought,innocence,venereal_disease
catechin,joyful,interesting,myrrh,bitumen,linen,waste,mineral
catechist,surprising,admirable,riding_master,demonstrator,associate_professor,full_professor,worthy
catechumen,surprising,admirable,overachiever,cannon_fodder,ally,brick,poet
categorem,joyful,interesting,ordering,usage,progression,panoply,venation
categorical_imperative,joyful,interesting,moral_principle,applause,tip,bon_mot,affirmative
catha,joyful,interesting,thujopsis,cordaites,gracula,cebuella,cnicus
cathaya,surprising,admirable,pipal,composite,california_nutmeg,sierra_lodgepole_pine,parry's_pinyon
catherine_i,surprising,admirable,poet,sexton,butler,dante,frederick_i
cattleya,surprising,admirable,rattlesnake_orchid,swan_orchid,foxtail_orchid,coelogyne,calypso
caudal_anesthesia,sad,scared,spinal_anesthesia,pudendal_block,cryoanesthesia,acroanesthesia,anesthesia
cauliflower_ear,sad,scared,trap,bone,underpart,cock,base
cause_celebre,joyful,interesting,rise,improvement,emanation,victory,treat
cautious_statement,joyful,interesting,affirmative,assertion,yes,yea,postulate
cave_in,sad,scared,collapse,implosion,debacle,spill,breakdown
cebu,sad,scared,passer,kingdom,animal_group,biological_group,pithecia
cebuella,joyful,interesting,genetta,kogia,genus_cabassous,bathyergus,onychomys
cedar_of_lebanon,surprising,admirable,pipal,composite,california_nutmeg,sierra_lodgepole_pine,parry's_pinyon
cedar_waxwing,sad,scared,bird,snake,monster,anapsid,tom
cefotaxime,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
ceftazidime,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
ceftriaxone,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
celecoxib,sad,scared,mefenamic_acid,naproxen_sodium,diclofenac_potassium,meclofenamate,etodolac
celery,surprising,admirable,pipal,composite,red_ginger,rock_cress,miterwort
celery_blight,interesting,joyful,stripe_blight,wheat_scab,apple_blight,beet_blight,spinach_blight
celery_pine,surprising,admirable,pipal,composite,california_nutmeg,sierra_lodgepole_pine,parry's_pinyon
celibacy,sad,scared,ailment,pathological_state,perplexity,disorder,mental_disorder
cellular_slime_mold,surprising,admirable,tricholoma_pessundatum,earthball,tricholoma_pardinum,death_cap,boletus_pulcherrimus
cenozoic,joyful,interesting,today,miocene,holocene,proterozoic,devonian
center_stage,joyful,interesting,high_status,eminence,standing,subordinateness,repute
centerboard,surprising,admirable,sheetrock,highboard,sideboard,drainboard,opening
centerpiece,joyful,interesting,surface,like,brand,rule,idea
centipede,surprising,admirable,hawkmoth,holometabola,flatworm,taenia,anglewing
central_american_country,disgusting,sad,region,lair,pasture,earth,preserve
central_vein_of_suprarenal_gland,sad,scared,vena_canaliculi_cochleae,inferior_labial_vein,ovarian_vein,sigmoid_vein,costoaxillary_vein
centrocercus,sad,scared,passer,kingdom,animal_group,biological_group,rupicola
cephalexin,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
cephalochordate,sad,scared,snake,monster,anapsid,bird,tom
cephaloglycin,sad,scared,isoniazid,sulfadiazine,kanamycin,dicloxacillin,cycloserine
ceratodus,sad,scared,salmonid,hind,snake,monster,anapsid
ceratophyllum,joyful,interesting,cnicus,arnoseris,urtica,marrubium,dimocarpus
ceratopogon,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
ceratopogonidae,sad,scared,arctiidae,chalcididae,atropidae,carabidae,jassidae
cercospora,joyful,interesting,volvariella,polyporus,phallus,claviceps,genus_verticillium
cercosporella,sad,scared,scleroderma,clathrus,ozonium,entoloma,phytophthora
cerebellar_hemisphere,surprising,admirable,socket,skeletal_muscle,spine,hand,horn
cerebral_palsy,sad,scared,agnosia,acataphasia,auditory_aphasia,motor_aphasia,paralysis_agitans
ceremoniousness,joyful,interesting,stateliness,manner,bearing,seemliness,propriety
cert,joyful,interesting,nonuniformity,invaluableness,suitability,note,good
certhia,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
certitude,interesting,joyful,curiosity,consciousness,mystery,concern,fret
cervical_smear,sad,scared,prune,nut,raisin,scintilla,beehive
cezanne,surprising,admirable,old_master,berg,maestro,handel,laban
chablis,sad,scared,soft_drug,protease_inhibitor,narcotic,hallucinogen,chardonnay
chafeweed,sad,scared,cudweed,everlasting,common_mullein,plant,oxeye_daisy
chafing,sad,scared,negative_stimulus,irritant,burden,plague,lead_colic
chain_stitch,surprising,admirable,double_crochet,sewing,plate,objet_d'art,match
chair_of_state,surprising,admirable,booth,crib,instrument,sports_equipment,indicator
chalcid_fly,sad,scared,chalcis_fly,invertebrate,arachnid,gall_wasp,ichneumon_fly
chalcididae,sad,scared,arctiidae,atropidae,carabidae,jassidae,bombyliidae
chalcis,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
chalcis_fly,sad,scared,chalcid_fly,invertebrate,arachnid,gall_wasp,ichneumon_fly
chalk,sad,scared,white,coal_black,achromatic_color,black,gray
chalons,sad,scared,stand,name,vengeance,strife,corporal_punishment
chamaeleo,sad,scared,passer,kingdom,animal_group,biological_group,rhynchoelaps
chameleon,surprising,admirable,cannon_fodder,ally,brick,poet,worthy
chandi,sad,scared,hebe,paul,zu,jagannath,asura
chandler,sad,scared,realist,dauber,breeder,master,slattern
chanterelle,surprising,admirable,tricholoma_pessundatum,tricholoma_pardinum,death_cap,morchella_crassipes,nameko
chantry,surprising,admirable,temple,signboard,emergency_room,core,hospital_room
character_witness,surprising,admirable,cannon_fodder,ally,brick,poet,worthy
charcot,surprising,admirable,virchow,chiropodist,etiologist,prosthodontist,simpson
chard,sad,scared,common_mullein,everlasting,plant,wild_ginger,kangaroo_paw
chardonnay,sad,scared,soft_drug,protease_inhibitor,narcotic,hallucinogen,chablis
charger,surprising,admirable,arabian,prancer,crowbait,american_saddle_horse,mudder
charitableness,sad,scared,unselfishness,immateriality,worse,fraudulence,tediousness
charley_horse,joyful,interesting,attention_deficit_disorder,confirmation,sign,business,joy
chasteness,sad,scared,bareness,leer,blemish,scratch,impression
chatterer,sad,scared,ranter,inquisitor,whisperer,aesop,venter
chauna,sad,scared,passer,kingdom,animal_group,biological_group,centrocercus
cheap_money,sad,scared,revolving_charge_account,accumulation,fine,second_mortgage,fee_tail
cheapness,angry,sad,immorality,blemish,bad,stuff,sameness
chebab,surprising,admirable,imp,poster_child,buster,preteen,child_prodigy
check_mark,interesting,joyful,award,doctor's_degree,doctor_of_education,doctor_of_osteopathy,approval
checkered_whiptail,surprising,admirable,horned_chameleon,hominid,primate,fetus,nothosaur
checkout,joyful,interesting,then,beginning,curfew,high_time,eleventh_hour
cheddar,sad,scared,mascarpone,grated_cheese,velveeta,condiment,wort
cheesecake,surprising,admirable,plate,match,plat,sewing,objet_d'art
chef's_salad,surprising,admirable,coleslaw,vitamin_e,banquet,rye_bread,herb
cheilosis,sad,scared,ailment,disorder,mental_disorder,pathological_state,ill_health
chela,sad,scared,paul,gentile,haggai,pagan,leo_i
chelifer,sad,scared,passer,kingdom,animal_group,biological_group,phthirius
chelonethida,sad,scared,polymastigina,nematocera,ornithischia,aepyorniformes,thysanoptera
chemical_bomb,surprising,admirable,high_explosive,soman,bombie,disrupting_explosive,clostridium_perfringens
chemise,disgusting,sad,hat,attire,irregular,fur,costume
chemisorption,sad,scared,hardening,sea,natural_process,peeing,atmospheric_phenomenon
chemotherapy,sad,scared,megavitamin_therapy,insulin_shock,metrazol_shock,shock_therapy,phytotherapy
chess_master,surprising,admirable,comer,connors,most_valuable_player,football_hero,grandmaster
chianti,sad,scared,rioja,claret,saint_emilion,zinfandel,pinot_noir
chicken_and_rice,sad,scared,condiment,wort,protease_inhibitor,narcotic,hallucinogen
chicken_kiev,sad,scared,condiment,wort,protease_inhibitor,narcotic,hallucinogen
chicken_louse,surprising,admirable,hawkmoth,holometabola,anglewing,cuckoo-bumblebee,italian_bee
chicory,sad,scared,chicory_escarole,leaf_lettuce,prune,raisin,cake
chicory_escarole,sad,scared,chicory,leaf_lettuce,prune,raisin,cake
chiffonier,surprising,admirable,crib,chair_of_state,booth,colt,king
childlessness,sad,scared,ailment,heartlessness,panic,pang,dissatisfaction
chilean_cedar,surprising,admirable,pahautea,japanese_cedar,pipal,composite,california_nutmeg
chili_vinegar,sad,scared,condiment,wort,tabasco,chinese_brown_sauce,mustard_sauce
chimborazo,surprising,admirable,ararat,hiding_place,lie,wilson,illimani
chimneysweeper,sad,scared,muleteer,dog_catcher,busboy,penpusher,slave
chine,sad,scared,trap,bone,underpart,cock,base
chinese_angelica,sad,scared,common_mullein,everlasting,plant,roman_wormwood,mallow
chinese_brown_sauce,sad,scared,condiment,wort,tabasco,mustard_sauce,worcester_sauce
chinese_mustard,surprising,admirable,herb,rue,sweetening,savory,rye_bread
chinese_puzzle,surprising,admirable,puzzle,king,sports_equipment,regalia,colt
chiron,sad,scared,mythical_monster,mythical_being,death,pipe_dream,imagination
chiropodist,surprising,admirable,virchow,charcot,etiologist,prosthodontist,simpson
chisholm_trail,sad,scared,track,bowery,clearway,arcade,calumet
chiton,sad,scared,solenogaster,river_limpet,limpet,garden_snail,octopod
chive,surprising,admirable,herb,rue,savory,sweetening,rye_bread
chlamydia_psittaci,surprising,admirable,chlamydia_trachomatis,bacteria,rhizopod,spirochete,comma_bacillus
chlamydiaceae,sad,scared,rickettsiaceae,mycoplasmataceae,passer,kingdom,animal_group
chlamydospore,sad,scared,carpospore,zoospore,resting_spore,prune,nut
chloranthus,sad,scared,passer,kingdom,animal_group,biological_group,thlaspi
chloroquine,sad,scared,metronidazole,antiprotozoal,primaquine,quinacrine,mefloquine
chocolate_egg,surprising,admirable,easter_egg,candy_egg,honey_crisp,cotton_candy,sugar_candy
choirboy,surprising,admirable,chorister,magician,entertainer,wag,caruso
chokedamp,joyful,interesting,nitrogen_dioxide,benzoyl_peroxide,myrrh,bitumen,linen
cholecystectomy,sad,scared,pneumonectomy,lumpectomy,phalloplasty,angioplasty,rhizotomy
cholera_infantum,interesting,joyful,vincent's_angina,streptococcal_sore_throat,necrotizing_enterocolitis,venereal_disease,disease
choriomeningitis,sad,scared,pathological_state,ill_health,erectile_dysfunction,ailment,disorder
chorister,surprising,admirable,choirboy,magician,entertainer,wag,caruso
choroid,surprising,admirable,skeletal_muscle,spine,hand,horn,socket
chrestomathy,sad,scared,epistle_to_the_hebrews,misquotation,bus,hex,talk
christening,joyful,interesting,penance,ceremony,religious_ceremony,embrace,reordering
christie,surprising,admirable,poet,sexton,butler,dante,stevens
christmas_cake,sad,scared,simnel,cake,prune,raisin,round
christmas_card,sad,scared,birthday_card,easter_card,mapquest,trojan,scribble
