Concept,MoodTag1,MoodTag2,Semantic1,Semantic2,Semantic3,Semantic4,Semantic5
rescue_operation,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
reynard,surprising,admirable,vixen,great_pyrenees,vizsla,newfoundland,saluki
rhabdovirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
rhinolophidae,joyful,interesting,bradypodidae,erinaceidae,zapodidae,phyllostomidae,muroidea
rhizopod,surprising,admirable,bacteria,primate,hominid,emergency_room,natural_object
rhynchoelaps,sad,scared,passer,kinosternon,trionyx,crocodylus,notechis
rickettsiaceae,sad,scared,mycoplasmataceae,chlamydiaceae,passer,belemnitidae,raphidae
rickettsiales,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
ringtail,sad,scared,swallow-tailed_kite,bird_of_prey,bird,tom,viper
river_limpet,sad,scared,chiton,solenogaster,garden_snail,neritina,limpet
robbery_conviction,sad,scared,due_process,non_prosequitur,summary_judgment,compromise_verdict,directed_verdict
rock_wren,surprising,admirable,hominid,fetus,primate,piping_crow,european_nuthatch
rotavirus,sad,scared,coxsackievirus,polyoma,reovirus,herpes,papovavirus
rumba,sad,scared,two-step,folk_dancing,merrymaking,steal,revel
run_batted_in,joyful,interesting,success,passing,hit,advent,feat
runoff,sad,scared,stand,due_process,name,insubordination,strife
rupicola,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
rustication,sad,scared,relegation,deportation,brush-off,exposure,near_thing
saddle_oyster,surprising,admirable,blood_clam,paper_nautilus,cephalopod,littleneck,thin-shelled_mussel
sainthood,joyful,interesting,trade,learned_profession,law,profession,celebration
saluki,surprising,admirable,vizsla,great_pyrenees,newfoundland,entlebucher,reynard
samba,joyful,interesting,reel,celebration,athletic_game,antic,magic_trick
sarcophaga,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
sarcophilus,sad,scared,passer,euarctos,delphinus,melursus,thalarctos
saturnalia,joyful,interesting,carnival,dionysia,celebration,athletic_game,antic
sausage_dog,sad,scared,airedale,border_terrier,tom,domestic_animal,liver-spotted_dalmatian
sawfish,surprising,admirable,stingray,butterfly_ray,eagle_ray,hominid,fetus
scam,sad,scared,fraud_in_fact,mail_fraud,robbery,fall,crime
scatophagy,sad,scared,tremble,caressing,sob,engorgement,nibble
scavenger,sad,scared,tom,viper,monster,anapsid,arachnid
scheduled_maintenance,joyful,interesting,care,dismissal,humiliation,degradation,orgasm
schlep,sad,scared,march,break,drive,motion,furor
sclaff,sad,scared,drive,march,break,shank,chip
scorcher,sad,scared,blast,pop_fly,contusion,salvation,putout
scorpionida,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,anseres
screech_owl,surprising,admirable,hoot_owl,laughing_owl,hominid,fetus,primate
screwup,joyful,interesting,administration,obedience,disobedience,issus,legal_action
scut_work,sad,scared,struggle,treatment,job,medical_care,war
scyphozoan,surprising,admirable,planula,coral,jellyfish,mushroom_coral,gorgonian
second_crusade,sad,scared,fourth_crusade,seventh_crusade,cover,strike,indirect_fire
second_nature,joyful,interesting,habit,custom,habitude,practice,outrage
secondary_censorship,sad,scared,cover,strike,current_intelligence,indirect_fire,fourth_crusade
section_eight,sad,scared,murder,slaughter,motion,march,furor
secularization,sad,scared,motion,march,furor,wilt,break
selenarctos,sad,scared,passer,euarctos,delphinus,melursus,thalarctos
self-destruction,sad,scared,murder,slaughter,laying_waste,annihilation,vandalism
self-flagellation,sad,scared,beating,self-punishment,corporal_punishment,name,kick_in_the_butt
self-preservation,sad,scared,preservation,protection,covering,oil_conservation,environmentalism
self-punishment,sad,scared,self-flagellation,corporal_punishment,name,stand,due_process
self-stimulation,surprising,admirable,masturbation,pleasure,foreplay,perversion,feel
selflessness,joyful,interesting,keeping,reenlistment,honoring,devotion,abnegation
sensing,interesting,joyful,look,peek,activity,venture,aid
sepia,sad,scared,passer,ostrea,genus_spirula,argonauta,aplysia
sepiidae,joyful,interesting,anomiidae,pectinidae,tortricidae,gelechiidae,gracilariidae
serrated_wrack,sad,scared,rockweed,fucoid,alga,arame,tang
set-to,joyful,interesting,close-quarter_fighting,administration,disobedience,obedience,issus
seventh_crusade,sad,scared,fourth_crusade,second_crusade,cover,strike,indirect_fire
sexcapade,joyful,interesting,celebration,athletic_game,antic,reel,magic_trick
sexual_conquest,joyful,interesting,success,passing,hit,advent,feat
shank,sad,scared,drive,march,break,chip,sclaff
sheep_botfly,surprising,admirable,greenbottle,gnat,hawkmoth,holometabola,pale_chrysanthemum_aphid
sheep-tick,surprising,admirable,ixodes_persulcatus,fish_louse,hawkmoth,saddle_oyster,holometabola
shellfire,joyful,interesting,jumping_up_and_down,caper,celebration,parlor_game,dismissal
shiga_bacillus,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
shingling,sad,scared,knitting,blind_stitching,struggle,protection,mischief
shirring,sad,scared,murder,slaughter,poaching,motion,march
silkworm_seed,sad,scared,blastomere,tom,plant,viper,monster
simulative_electronic_deception,sad,scared,manipulative_electronic_deception,stand,due_process,name,insubordination
sipuncula,joyful,interesting,nematoda,platyhelminthes,pentastomida,pogonophora,nemertea
sistrurus,joyful,interesting,phyllorhynchus,bothrops,gymnogyps,gracula,pitymys
sitta,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
skillet_fish,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,pigfish,blue_pike
skinny-dip,sad,scared,jackknife,steal,merrymaking,revel,bust
skylark,surprising,admirable,hominid,fetus,primate,rock_wren,piping_crow
sloth_bear,sad,scared,tom,viper,monster,anapsid,snake
smalleye_hammerhead,sad,scared,elasmobranch,longfin_mako,smooth_hammerhead,tom,viper
smooth_hammerhead,sad,scared,smalleye_hammerhead,elasmobranch,longfin_mako,tom,viper
snivel,surprising,admirable,pleasure,foreplay,perversion,feel,reaction
socage,sad,scared,struggle,protection,mischief,treatment,merrymaking
social_work,sad,scared,struggle,treatment,job,medical_care,war
soft_sell,sad,scared,stand,due_process,name,insubordination,strife
soft-shell_crab,sad,scared,brachyuran,hard-shell_crab,copepod,arachnid,invertebrate
soft-shelled_turtle,sad,scared,anapsid,viper,snake,tom,monster
solenogaster,sad,scared,chiton,garden_snail,neritina,limpet,octopod
space_walk,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
spanish_grunt,surprising,admirable,atlantic_sailfish,striped_drum,skillet_fish,pigfish,blue_pike
spasmolysis,sad,scared,palliation,wilt,motion,march,furor
spearfish,surprising,admirable,atlantic_sailfish,spanish_grunt,striped_drum,skillet_fish,pigfish
special_verdict,sad,scared,compromise_verdict,directed_verdict,quotient_verdict,false_verdict,due_process
specialization,joyful,interesting,dismissal,humiliation,degradation,orgasm,care
spectroscopy,joyful,interesting,radiocarbon_dating,volumetric_analysis,anatomy,investigation,action
speech_therapy,joyful,interesting,desensitization_technique,implosion_therapy,reciprocal_inhibition,behavior_therapy,correction
spending_spree,joyful,interesting,spree,intemperance,dismissal,humiliation,degradation
spheniscidae,sad,scared,raphidae,hydrobatidae,eurylaimidae,turnicidae,bird_family
sphenisciform_seabird,sad,scared,thick-billed_murre,bird,notornis,tundra_swan,night_heron
spheniscus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
sphyrna,sad,scared,petromyzon,genus_chimaera,gasterosteus,galeocerdo,mobula
spill,angry,sad,motion,war,sin,due_process,name
spirochaetales,joyful,interesting,acanthopterygii,cydippida,octopoda,scorpionida,anseres
sporozoa,joyful,interesting,polychaeta,tentaculata,acnidosporidia,asteroidea,copepoda
sporozoan,surprising,admirable,coccidium,rhizopod,bacteria,heliozoan,flagellate
sporting_life,joyful,interesting,celebration,athletic_game,antic,reel,magic_trick
spotted_antbird,surprising,admirable,ant_thrush,hominid,fetus,primate,rock_wren
spotted_crake,surprising,admirable,ibis,ortygan,common_brant_goose,phalarope,wilson's_phalarope
spree,joyful,interesting,spending_spree,intemperance,dismissal,humiliation,degradation
squab,sad,scared,bird,mourning_dove,tom,viper,monster
squalidae,joyful,interesting,myxinidae,belonidae,haemulidae,tortricidae,gelechiidae
squilla,surprising,admirable,fish_louse,whale_louse,tropical_prawn,tadpole_shrimp,stomatopod
stag_beetle,surprising,admirable,flea_beetle,hawkmoth,holometabola,pale_chrysanthemum_aphid,anglewing
standardization,joyful,interesting,conventionalization,equilibration,administration,obedience,disobedience
standing_operating_procedure,joyful,interesting,lockstep,plastic_surgery,celebration,parlor_game,embrace
staphylococcus,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
steer_roping,joyful,interesting,calf_roping,press,labor,action,enterprise
sterninae,joyful,interesting,phalaropidae,tortricidae,gelechiidae,gracilariidae,phyllidae
sticktight,surprising,admirable,hawkmoth,holometabola,pale_chrysanthemum_aphid,anglewing,flea_beetle
stinger,sad,scared,motion,furor,rock,march,wilt
stirk,surprising,admirable,hominid,primate,fetus,grade,ayrshire
stockpiling,joyful,interesting,hyperextension,dismissal,humiliation,degradation,orgasm
stomatopod,surprising,admirable,fish_louse,whale_louse,tropical_prawn,tadpole_shrimp,amphipod
stonewalling,sad,scared,stall,salvation,putout,redemption,struggle
straight_and_narrow,joyful,interesting,dismissal,humiliation,degradation,orgasm,reverence
streptococcus,surprising,admirable,bacteria,rhizopod,spirochete,comma_bacillus,thermoacidophile
streptococcus_anhemolyticus,joyful,interesting,pseudomonas_pyocanea,bacteria_species,nematoda,tortricidae,gymnogyps
streptomycetaceae,joyful,interesting,pseudomonodaceae,lactobacillaceae,treponemataceae,tortricidae,gelechiidae
strife,angry,sad,due_process,name,vengeance,retaliation,insubordination
strikeout,sad,scared,whiff,putout,omission,stupidity,blunder
striped_button_quail,sad,scared,bird,notornis,thick-billed_murre,tundra_swan,sphenisciform_seabird
striped_drum,surprising,admirable,atlantic_sailfish,spanish_grunt,skillet_fish,pigfish,blue_pike
striped_muishond,surprising,admirable,hominid,primate,fetus,reynard,great_pyrenees
strix,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
struthiomimus,sad,scared,pterodactyl,viper,snake,anapsid,tom
stylization,sad,scared,name,corporal_punishment,stand,due_process,insubordination
subbing,sad,scared,struggle,treatment,job,medical_care,war
subsistence_farming,sad,scared,culture,stand,due_process,name,insubordination
suckling,joyful,interesting,healthcare_delivery,celebration,parlor_game,embrace,reordering
suicide_bombing,sad,scared,murder,slaughter,laying_waste,annihilation,vandalism
summary_judgment,sad,scared,due_process,robbery_conviction,non_prosequitur,compromise_verdict,directed_verdict
surfacing,joyful,interesting,celebration,parlor_game,dismissal,embrace,reordering
survivor,sad,scared,tom,viper,monster,anapsid,arachnid
swallow-tailed_kite,sad,scared,ringtail,bird_of_prey,bird,tom,viper
switcheroo,sad,scared,motion,march,furor,wilt,break
syngnathus,sad,scared,petromyzon,genus_chimaera,gasterosteus,galeocerdo,sphyrna
t'ai_chi,joyful,interesting,primping,inoculation,great_care,patrol,celebration
tachinidae,sad,scared,bombyliidae,ceratopogonidae,porcellionidae,oestridae,cleridae
tactical_intelligence,joyful,interesting,friendly_fire,hostile_fire,celebration,parlor_game,embrace
tadpole_shrimp,surprising,admirable,fish_louse,whale_louse,tropical_prawn,stomatopod,amphipod
tarantella,joyful,interesting,reel,celebration,athletic_game,antic,magic_trick
tarantula,sad,scared,arachnid,invertebrate,false_scorpion,itch_mite,harvest_mite
tasting,sad,scared,tremble,caressing,sob,engorgement,scatophagy
tazir_crime,sad,scared,robbery,fall,crime,wrath,envy
technical_knockout,sad,scared,motion,furor,rock,march,wilt
teetotaling,joyful,interesting,sobriety,asceticism,chastity,celebration,parlor_game
tender_loving_care,joyful,interesting,action,press,enterprise,labor,venture
tentaculata,joyful,interesting,polychaeta,sporozoa,acnidosporidia,asteroidea,copepoda
terrain_flight,sad,scared,march,break,drive,motion,furor
terrorization,joyful,interesting,bitchery,behavior,indignity,celebration,parlor_game
tessellation,joyful,interesting,celebration,parlor_game,embrace,reordering,dishonesty
testacea,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
testacean,sad,scared,alga,piroplasm,haplosporidian,arcella,zoomastigote
thalarctos,sad,scared,passer,euarctos,delphinus,melursus,otaria
thaneship,sad,scared,struggle,protection,mischief,treatment,merrymaking
thanks,sad,scared,comfort,struggle,protection,mischief,treatment
the_devil,sad,scared,trouble,tsuris,struggle,weightlift,treatment
thermoacidophile,surprising,admirable,methanogen,bacteria,rhizopod,spirochete,comma_bacillus
thick-billed_murre,sad,scared,sphenisciform_seabird,bird,notornis,tundra_swan,night_heron
thin-shelled_mussel,surprising,admirable,saddle_oyster,blood_clam,paper_nautilus,cephalopod,littleneck
threskiornis,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
thuggery,sad,scared,robbery,fall,crime,wrath,envy
tiger_beetle,sad,scared,tumblebug,boll_weevil,blister_beetle,dutch-elm_beetle,ground_beetle
tineoidea,joyful,interesting,tortricidae,gelechiidae,gracilariidae,phyllidae,megachilidae
titivation,sad,scared,murder,slaughter,motion,march,furor
todus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
tortricidae,joyful,interesting,gelechiidae,gracilariidae,phyllidae,megachilidae,chrysomelidae
tour_de_force,joyful,interesting,feat,success,passing,advent,hit
toxicognath,surprising,admirable,horn,prehensor,flag,coronet,hominid
transfiguration,joyful,interesting,permutation,dismissal,humiliation,degradation,orgasm
tree_surgery,sad,scared,treatment,medical_care,struggle,job,war
trek,sad,scared,march,break,drive,direct_flight,motion
trematoda,joyful,interesting,polychaeta,tentaculata,sporozoa,acnidosporidia,asteroidea
treponemataceae,joyful,interesting,pseudomonodaceae,lactobacillaceae,streptomycetaceae,tortricidae,gelechiidae
triakidae,sad,scared,mobulidae,passer,belemnitidae,raphidae,hydrobatidae
tribonema,sad,scared,zygnema,endamoeba,genus_plasmodium,genus_babesia,haemoproteus
trionychidae,sad,scared,anguidae,kinosternidae,passer,belemnitidae,raphidae
trionyx,sad,scared,passer,kinosternon,rhynchoelaps,crocodylus,notechis
troglodyte,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
trogon,surprising,admirable,hominid,fetus,primate,rock_wren,ibis
trogoniformes,sad,scared,anoplura,heterostraci,mallophaga,anaspida,chelonethida
trombicula,sad,scared,passer,anthonomus,cuterebra,anopheles,latrodectus
tropical_prawn,surprising,admirable,fish_louse,whale_louse,tadpole_shrimp,stomatopod,amphipod
trudge,sad,scared,march,break,drive,motion,furor
tsuris,sad,scared,trouble,the_devil,struggle,weightlift,treatment
tub_gurnard,surprising,admirable,plumed_scorpionfish,painted_greenling,vermillion_rockfish,atlantic_sailfish,spanish_grunt
tumblebug,sad,scared,tiger_beetle,boll_weevil,blister_beetle,dutch-elm_beetle,ground_beetle
tumor_virus,surprising,admirable,bacteria,rhizopod,junin_virus,pathogen,human_immunodeficiency_virus
tundra_swan,sad,scared,bird,notornis,thick-billed_murre,sphenisciform_seabird,night_heron
turbellaria,joyful,interesting,polychaeta,tentaculata,sporozoa,acnidosporidia,asteroidea
turdus,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
turnicidae,sad,scared,raphidae,hydrobatidae,eurylaimidae,spheniscidae,bird_family
turnix,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
twin_bill,sad,scared,exhibition_game,salvation,putout,redemption,struggle
two-step,sad,scared,rumba,folk_dancing,merrymaking,steal,revel
tylenchus,sad,scared,hirudo,passer,petromyzon,ostrea,centrocercus
underachievement,joyful,interesting,performance,overachievement,success,passing,advent
underexposure,sad,scared,influence,causing,sending,eviction,fomentation
underpart,disgusting,sad,animal,plant,bird,young,snake
underpayment,joyful,interesting,rendering,administration,disobedience,obedience,issus
underproduction,sad,scared,stand,due_process,name,insubordination,strife
unearned_run,sad,scared,stunt,acrobatic_stunt,earned_run,motion,march
unwritten_law,joyful,interesting,habitude,practice,custom,outrage,habit
urban_renewal,joyful,interesting,correctional_rehabilitation,refreshment,care,dismissal,humiliation
uria,sad,scared,passer,centrocercus,pterocles,apus,genus_trogon
use_immunity,sad,scared,murder,slaughter,motion,march,furor
vanessa,joyful,interesting,fenusa,ctenocephalus,dermacentor,megachile,menopon
varanus,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
venesection,sad,scared,treatment,medical_care,babel,confusion,wound
vermillion_rockfish,surprising,admirable,plumed_scorpionfish,painted_greenling,tub_gurnard,atlantic_sailfish,spanish_grunt
viatical_settlement,sad,scared,murder,slaughter,motion,march,furor
viatication,sad,scared,incurring,misappropriation,catching,salvation,putout
villainy,sad,scared,fall,crime,robbery,wrath,envy
vipera,sad,scared,passer,kinosternon,trionyx,rhynchoelaps,crocodylus
viperine_grass_snake,sad,scared,red-bellied_snake,water_snake,black_rat_snake,viper,snake
virion,surprising,admirable,down,natural_object,hominid,airship,bacteria
vitiation,sad,scared,murder,slaughter,motion,march,furor
vizsla,surprising,admirable,saluki,great_pyrenees,newfoundland,entlebucher,reynard
volumetric_analysis,joyful,interesting,spectroscopy,radiocarbon_dating,anatomy,investigation,test
volvocaceae,joyful,interesting,euglenaceae,tortricidae,gelechiidae,gracilariidae,phyllidae
vulgarization,sad,scared,murder,slaughter,comedown,motion,march
wage_freeze,joyful,interesting,price_freeze,hiring_freeze,freeze,celebration,parlor_game
wagram,sad,scared,stand,due_process,name,insubordination,strife
wailing,sad,scared,sob,tremble,caressing,kinesis,engorgement
warbler,sad,scared,kinglet,bird,tom,viper,monster
waste_of_effort,sad,scared,extravagance,boondoggle,struggle,protection,mischief
water_rat,surprising,admirable,dusky-footed_wood_rat,dusky-footed_woodrat,hominid,primate,fetus
web-toed_salamander,surprising,admirable,yosemite_toad,hominid,fetus,primate,checkered_whiptail
weka,sad,scared,notornis,bird,thick-billed_murre,tundra_swan,sphenisciform_seabird
western_diamondback,sad,scared,mojave_rattlesnake,viper,snake,anapsid,gaboon_viper
western_lowland_gorilla,surprising,admirable,eastern_lowland_gorilla,hominid,primate,fetus,angwantibo
white-crowned_sparrow,sad,scared,bird,tom,viper,monster,anapsid
wild_pitch,sad,scared,flip,heave,tug,bronchospasm,jostle
wild-goose_chase,sad,scared,folk_dancing,salvation,putout,redemption,struggle
wilson's_phalarope,surprising,admirable,phalarope,ibis,ortygan,common_brant_goose,golden_plover
winning,sad,scared,stunt,acrobatic_stunt,motion,march,furor
winter_flounder,surprising,admirable,lemon_sole,european_sole,atlantic_sailfish,spanish_grunt,striped_drum
work,interesting,joyful,activity,venture,aid,art,mortal_sin
world_affairs,joyful,interesting,administration,disobedience,obedience,issus,legal_action
world_record,joyful,interesting,record,success,passing,hit,advent
wrack,sad,scared,arame,tang,alga,rockweed,fucoid
wren-tit,sad,scared,bird,tom,viper,monster,anapsid
write-off,joyful,interesting,dismissal,humiliation,degradation,orgasm,care
xanthomonas,sad,scared,micrococcus,genus_lactobacillus,genus_mycoplasma,bacteroides,genus_actinomyces
yersinia_pestis,sad,scared,alga,acidophilus,listeria_monocytogenes,mycobacteria,leprosy_bacillus
yosemite_toad,surprising,admirable,web-toed_salamander,hominid,fetus,primate,checkered_whiptail
zapodidae,joyful,interesting,bradypodidae,erinaceidae,phyllostomidae,rhinolophidae,muroidea
zapus,joyful,interesting,pitymys,jaculus,cebuella,phascogale,kogia
zeomorphi,joyful,interesting,acanthopterygii,spirochaetales,cydippida,octopoda,scorpionida
zero-sum_game,joyful,interesting,parlor_game,athletic_game,celebration,embrace,reordering
zizz,sad,scared,nap,tremble,caressing,sob,kinesis
zoolatry,sad,scared,ophiolatry,struggle,protection,mischief,treatment
zygnema,sad,scared,endamoeba,genus_plasmodium,genus_babesia,haemoproteus,genus_arcella
