Concept MoodTag1 MoodTag2 Semantic1 Semantic2 Semantic3 Semantic4 Semantic5
crib surprising admirable booth chair_of_state instrument sports_equipment indicator
cryocautery surprising admirable colt optical_instrument instrument free-reed_instrument indicator
cuspidation surprising admirable vermiculation jewelry arabesque fan_tracery egg-and-dart
day_camp surprising admirable monument toxic_waste_dump landscaping acadia_national_park district
decker surprising admirable opening colt handwear king free-reed_instrument
demeclocycline_hydrochloride surprising admirable antineoplastic_antibiotic bacitracin vancomycin oxacillin sulfamethoxazole
derrick surprising admirable colt free-reed_instrument indicator array bait
dicumarol surprising admirable medicine balsam antineoplastic_antibiotic aloe vermifuge
digging surprising admirable signboard emergency_room core temple hospital_room
disrupting_explosive joyful interesting high_explosive soman clostridium_perfringens chemical_bomb colt
dormer_window surprising admirable frame signboard emergency_room core temple
double_bed surprising admirable crib chair_of_state booth marriage_bed upper_berth
double_crochet surprising admirable chain_stitch sewing plate objet_d'art match
doxazosin surprising admirable ramipril terazosin medicine balsam antineoplastic_antibiotic
doxorubicin surprising admirable antineoplastic_antibiotic bacitracin vancomycin oxacillin sulfamethoxazole
drainboard surprising admirable sheetrock highboard sideboard centerboard opening
dripstone surprising admirable tooth signboard emergency_room core temple
drop-leaf surprising admirable stop hood reducer shoulder_patch upgrade
drop-leaf_table surprising admirable gateleg_table booth crib chair_of_state colt
drove surprising admirable club instrument sports_equipment indicator king
durables surprising admirable sack handwear change hospital_room emergency_room
egg-and-dart surprising admirable jewelry arabesque fan_tracery cuspidation vermiculation
emplacement surprising admirable service_station gasoline_station treasury cinder_track truck_stop
excalibur surprising admirable colt optical_instrument instrument free-reed_instrument indicator
eyeliner surprising admirable potpourri mascara colt king free-reed_instrument
facsimile surprising admirable match plate plat sewing objet_d'art
fail-safe surprising admirable colt free-reed_instrument indicator array bait
fan_tracery surprising admirable jewelry arabesque cuspidation egg-and-dart vermiculation
featheredge surprising admirable ring clock_face shirtfront wide_screen upper_deck
figure_loom surprising admirable colt free-reed_instrument indicator array bait
first-aid_station surprising admirable service_station gasoline_station truck_stop treasury cinder_track
fitted_sheet surprising admirable handwear durables change sack flatwork
flatwork surprising admirable sack handwear change durables fitted_sheet
fleapit surprising admirable temple signboard emergency_room core hospital_room
flugelhorn surprising admirable free-reed_instrument colt indicator array bait
foglamp surprising admirable colt free-reed_instrument indicator array bait
free-reed_instrument surprising admirable instrument indicator colt bait optical_instrument
french_door surprising admirable lock-gate dry_wall stumbling_block signboard emergency_room
gasoline_station surprising admirable service_station truck_stop first-aid_station treasury cinder_track
gas_pump surprising admirable auxiliary_pump colt free-reed_instrument indicator array
gateleg_table surprising admirable drop-leaf_table booth crib chair_of_state colt
geodesic_dome surprising admirable handwear change sack lens_cap bulletproof_vest
gift_wrapping surprising admirable handwear change sack opening colt
golconda surprising admirable goldmine service_station gasoline_station treasury cinder_track
goldmine surprising admirable golconda service_station gasoline_station treasury cinder_track
gothic_arch surprising admirable trefoil_arch lancet_arch ogee_arch pointed_arch signboard
gouache joyful interesting handwear change sack waterproofing enamel
ground_cable surprising admirable tier high_wire rope_yarn opening colt
gun_enclosure surprising admirable signboard emergency_room core temple hospital_room
halberd surprising admirable colt optical_instrument instrument free-reed_instrument indicator
half-length surprising admirable plate match plat sewing objet_d'art
handrest surprising admirable colt free-reed_instrument indicator array bait
health_spa surprising admirable signboard emergency_room core temple hospital_room
heckelphone surprising admirable free-reed_instrument colt indicator array bait
high-angle_gun surprising admirable instrument sports_equipment indicator king truck
highball_glass surprising admirable flute safe truck colt king
highboard surprising admirable sheetrock sideboard drainboard centerboard opening
high_table surprising admirable crib chair_of_state booth colt king
high_wire surprising admirable tier ground_cable rope_yarn opening colt
hip_boot surprising admirable handwear change sack congress_boot blucher
hone surprising admirable blarney_stone opening colt handwear king
hoover surprising admirable durables handwear change sack bustier
hot_spot surprising admirable signboard emergency_room core temple hospital_room
hypodermic_syringe surprising admirable medical_instrument surgical_knife colt optical_instrument instrument
inclinometer surprising admirable colt optical_instrument instrument free-reed_instrument indicator
induction_coil surprising admirable array colt free-reed_instrument indicator bait
intercontinental_ballistic_missile surprising admirable colt optical_instrument instrument airship truck
itraconazole surprising admirable terbinafine thiabendazole medicine balsam rye_bread
jarvik_heart surprising admirable pickup colt free-reed_instrument indicator array
jersey surprising admirable turtleneck sack handwear change durables
jim_crow surprising admirable club drove peavey needlenose_pliers colt
joinery surprising admirable sewing plate objet_d'art match gem
kachina surprising admirable opening colt handwear king free-reed_instrument
khukuri surprising admirable colt optical_instrument instrument poniard free-reed_instrument
kibble surprising admirable safe truck colt king free-reed_instrument
king_post surprising admirable colt free-reed_instrument indicator array bait
lancet_arch surprising admirable trefoil_arch gothic_arch ogee_arch pointed_arch signboard
land_mine surprising admirable colt free-reed_instrument indicator array bait
landscaping surprising admirable monument day_camp acadia_national_park toxic_waste_dump district
laser-guided_bomb surprising admirable bombie chemical_bomb bunker_buster high-angle_gun colt
leiden_jar surprising admirable bypass_condenser trimmer array colt free-reed_instrument
lipid-lowering_medicine surprising admirable medicine balsam antineoplastic_antibiotic aloe vermifuge
lochaber_ax surprising admirable drove club claw_hatchet butter_knife pocketknife
lock-gate surprising admirable french_door dry_wall stumbling_block signboard emergency_room
lomustine surprising admirable antineoplastic_antibiotic thioguanine medicine balsam aloe
lorgnette surprising admirable optical_instrument colt instrument spectroscope free-reed_instrument
love_knot surprising admirable matthew_walker colt free-reed_instrument indicator array
love-token surprising admirable keepsake opening cannon_fodder ally brick
lunette surprising admirable signboard emergency_room core temple hospital_room
luxury_liner surprising admirable airship truck capital_ship corvette junk
magic_bullet surprising admirable balsam medicine preventive antineoplastic_antibiotic aloe
major_suit joyful interesting linen waste mineral myrrh calf
major_tranquilizer surprising admirable medicine balsam antineoplastic_antibiotic aloe vermifuge
marriage_bed surprising admirable crib chair_of_state booth double_bed upper_berth
mascara surprising admirable eyeliner potpourri colt king free-reed_instrument
mason's_level surprising admirable indicator colt free-reed_instrument array bait
matthew_walker surprising admirable love_knot colt free-reed_instrument indicator array
meterstick surprising admirable colt optical_instrument instrument free-reed_instrument indicator
minaret surprising admirable signboard emergency_room core temple hospital_room
mycomycin surprising admirable antineoplastic_antibiotic bacitracin vancomycin oxacillin sulfamethoxazole
narrow_gauge joyful interesting broad_gauge standard_gauge profusion sweep touch
national_baseball_hall_of_fame surprising admirable temple signboard emergency_room core hospital_room
naval_chart surprising admirable plat plate match sewing objet_d'art
needlenose_pliers surprising admirable drove club peavey jim_crow rasp
ninon surprising admirable tulle wirework organdy taffeta coating
nontricyclic surprising admirable tranylcypromine medicine balsam antineoplastic_antibiotic aloe
novillada surprising admirable plate match plat sewing objet_d'art
novobiocin surprising admirable antineoplastic_antibiotic bacitracin vancomycin oxacillin sulfamethoxazole
objet_d'art surprising admirable gem plat sewing fragment plate
organdy surprising admirable tulle wirework taffeta coating brussels_lace
outsider_art surprising admirable synthetism objet_d'art gem sewing plate
oxacillin surprising admirable antineoplastic_antibiotic bacitracin vancomycin sulfamethoxazole novobiocin
oxbridge surprising admirable signboard emergency_room core temple hospital_room
oxcart surprising admirable truck airship safe colt king
pavilion surprising admirable signboard emergency_room core temple hospital_room
pc_board surprising admirable array colt free-reed_instrument indicator bait
plat surprising admirable sewing objet_d'art gem fragment plate
plate surprising admirable plat sewing objet_d'art gem fragment
plenum surprising admirable core emergency_room hospital_room taj_mahal signboard
pocketcomb surprising admirable colt free-reed_instrument indicator array bait
postage_meter surprising admirable colt optical_instrument instrument free-reed_instrument indicator
potpourri surprising admirable eyeliner mascara colt king free-reed_instrument
pyrostat surprising admirable colt free-reed_instrument indicator array bait
ramipril surprising admirable doxazosin terazosin medicine balsam antineoplastic_antibiotic
razorblade surprising admirable drove club colt king free-reed_instrument
read-only_memory_chip surprising admirable transistor colt free-reed_instrument indicator array
reamer surprising admirable drove club colt king free-reed_instrument
reducer surprising admirable stop hood upgrade drop-leaf shoulder_patch
regalia surprising admirable sports_equipment king instrument indicator truck
resistance_pyrometer surprising admirable colt optical_instrument instrument free-reed_instrument indicator
rope_yarn surprising admirable tier ground_cable high_wire opening colt
sampler surprising admirable sewing plate objet_d'art match gem
screw_eye surprising admirable colt free-reed_instrument indicator array bait
scuffle surprising admirable drove club colt king free-reed_instrument
sewing surprising admirable plat objet_d'art gem fragment plate
sheetrock surprising admirable highboard sideboard drainboard centerboard opening
shirtdress surprising admirable handwear change sack durables sundress
shirtfront surprising admirable ring clock_face featheredge wide_screen upper_deck
shirtwaist surprising admirable handwear change sack durables bustier
shoulder_patch surprising admirable stop tulle wirework organdy taffeta
ski_cap surprising admirable handwear change sack durables bustier
slasher surprising admirable colt optical_instrument instrument free-reed_instrument indicator
sniper_rifle surprising admirable colt optical_instrument instrument free-reed_instrument indicator
sno-cat surprising admirable truck airship safe colt king
snorter surprising admirable pill standby opening colt handwear
spark_gap surprising admirable gap opening hole slit colt
spectroscope surprising admirable optical_instrument colt instrument lorgnette free-reed_instrument
speedway surprising admirable expressway artery autobahn arterial_road shortcut
spode surprising admirable china crackle bone_china porcelain majolica
standard_gauge joyful interesting broad_gauge narrow_gauge profusion sweep touch
standby surprising admirable snorter pill opening colt handwear
stash_house surprising admirable temple signboard emergency_room core hospital_room
stealth_fighter surprising admirable capital_ship corvette airship truck luxury_liner
stock_saddle surprising admirable colt free-reed_instrument indicator array bait
stumbling_block surprising admirable french_door lock-gate dry_wall signboard emergency_room
sugar_spoon surprising admirable butter_knife safe truck venetian_glass colt
sundress surprising admirable handwear change sack durables shirtdress
synthetism surprising admirable outsider_art objet_d'art gem sewing plate
taj_mahal surprising admirable core ararat hiding_place lie emergency_room
tenement surprising admirable temple signboard emergency_room core hospital_room
tennis_camp surprising admirable signboard emergency_room core temple hospital_room
terazosin surprising admirable ramipril doxazosin medicine balsam antineoplastic_antibiotic
test_equipment surprising admirable king sports_equipment regalia colt free-reed_instrument
test_paper surprising admirable indicator colt free-reed_instrument array bait
thioguanine surprising admirable antineoplastic_antibiotic lomustine medicine balsam aloe
thiosulfil surprising admirable antineoplastic_antibiotic bacitracin vancomycin oxacillin sulfamethoxazole
tinsel surprising admirable jewelry arabesque fan_tracery cuspidation egg-and-dart
top_of_the_line surprising admirable handwear durables change sack fitted_sheet
tranylcypromine surprising admirable nontricyclic medicine balsam antineoplastic_antibiotic aloe
trawl surprising admirable colt free-reed_instrument indicator array bait
treasury surprising admirable service_station gasoline_station cinder_track truck_stop goldmine
trichlormethiazide surprising admirable medicine balsam rye_bread herb rue
trimmer surprising admirable leiden_jar bypass_condenser array colt free-reed_instrument
tuck_shop surprising admirable signboard emergency_room core temple hospital_room
turtleneck surprising admirable jersey sack handwear change durables
turtleneck_collar surprising admirable choker opening colt handwear king
twenty-two surprising admirable colt optical_instrument instrument free-reed_instrument indicator
upper_berth surprising admirable crib chair_of_state booth double_bed marriage_bed
valsartan surprising admirable vitamin_e rye_bread herb rue medicine
vancomycin surprising admirable antineoplastic_antibiotic bacitracin oxacillin sulfamethoxazole novobiocin
venetian_glass surprising admirable sugar_spoon butter_knife opening colt handwear
waterproofing surprising admirable handwear change sack gouache enamel
webbing surprising admirable tulle wirework organdy taffeta coating
whacker surprising admirable jimdandy fleapit authority gilgamish highball_glass
wide_screen surprising admirable ring clock_face featheredge upper_deck shirtfront
workbench surprising admirable booth crib chair_of_state colt king
yagi surprising admirable array colt free-reed_instrument indicator bait
zodiac surprising admirable diagram plate match plat sewing
anal_personality joyful interesting narcissistic_personality genital_personality nonuniformity prosperity embarrassment
genital_personality joyful interesting narcissistic_personality anal_personality nonuniformity prosperity embarrassment
narcissistic_personality joyful interesting anal_personality genital_personality nonuniformity prosperity embarrassment
worldliness joyful interesting true hyperfocal_distance social_welfare polarity pool
friendlessness joyful interesting reclusiveness privacy heart grace good_nature
skittishness joyful interesting nervousness heart grace good_nature composure
compulsiveness joyful interesting obsessiveness openness manner heat trait
obsessiveness joyful interesting compulsiveness openness manner heat trait
uxoriousness joyful interesting affectionateness tenderness heat emotionality openness
boiling_point joyful interesting heat emotionality openness manner trait
tepidness joyful interesting openness manner heat trait heart
good-temperedness joyful interesting nonuniformity prosperity embarrassment invaluableness touch
alacrity joyful interesting vitality sparkle liveliness esprit energy
esprit interesting joyful liveliness animation activeness trait energy
breeziness joyful interesting vitality sparkle liveliness esprit energy
high-spiritedness joyful interesting vivacity mettlesomeness vitality sparkle liveliness
mettlesomeness joyful interesting vivacity high-spiritedness vitality sparkle liveliness
pep joyful interesting vitality sparkle liveliness esprit energy
dynamism joyful interesting vitality sparkle liveliness esprit energy
restfulness joyful interesting languor shiftlessness openness manner heat
shiftlessness joyful interesting languor restfulness openness manner heat
self_acceptance joyful interesting permissiveness indulgence heart grace good_nature
good_nature interesting joyful grace heart openness composure trait
agreeableness joyful interesting affirmativeness heart grace good_nature composure
wholeheartedness joyful interesting readiness willingness heart grace good_nature
committedness joyful interesting graveness seriousness openness manner heat
jocoseness joyful interesting openness manner heat trait heart
facetiousness joyful interesting openness manner heat trait heart
friskiness joyful interesting openness manner heat trait heart
impishness joyful interesting openness manner heat trait heart
bluffness joyful interesting frankness communicativeness garrulity leresis openness
conviviality joyful interesting openness heart grace good_nature composure
companionability joyful interesting openness heart grace good_nature composure
chumminess joyful interesting openness heart grace good_nature composure
congeniality joyful interesting affability sweetness_and_light kindliness neighborliness familiarity
neighborliness joyful interesting affability sweetness_and_light kindliness congeniality familiarity
hospitableness joyful interesting affability sweetness_and_light kindliness neighborliness congeniality
sweetness_and_light joyful interesting affability kindliness neighborliness congeniality familiarity
wiggle_room joyful interesting flexibility adaptability pliability form capability
introspectiveness joyful interesting reflectiveness pensiveness thoughtfulness openness manner
attentiveness joyful interesting conscientiousness carefulness diligence mindfulness meticulousness
alertness joyful interesting conscientiousness carefulness diligence mindfulness attentiveness
watchfulness joyful interesting conscientiousness carefulness diligence mindfulness attentiveness
ladylikeness joyful interesting maidenliness openness manner heat trait
maidenliness joyful interesting ladylikeness openness manner heat trait
flightiness joyful interesting openness manner heat trait heart
conscientiousness joyful interesting carefulness diligence mindfulness attentiveness meticulousness
recommendation joyful interesting streak characteristic point nonuniformity invaluableness
agerasia joyful interesting sparkle glory beauty nonuniformity invaluableness
disguise joyful interesting sparkle glory beauty simulacrum verisimilitude
verisimilitude joyful interesting sparkle glory beauty simulacrum disguise
hairiness joyful interesting sparkle glory beauty nonuniformity invaluableness
raw_beauty joyful interesting glory beauty sparkle nonuniformity invaluableness
exquisiteness joyful interesting glory beauty sparkle nonuniformity invaluableness
pleasingness joyful interesting glory beauty sparkle nonuniformity invaluableness
pulchritude joyful interesting curvaceousness glory beauty sparkle nonuniformity
glamor joyful interesting glory beauty sparkle nonuniformity invaluableness
comeliness joyful interesting glory beauty sparkle nonuniformity invaluableness
adorability joyful interesting winsomeness sex_appeal charisma attractiveness spiff
curvaceousness joyful interesting pulchritude glory beauty sparkle nonuniformity
spiff joyful interesting winsomeness sex_appeal charisma attractiveness adorability
winsomeness joyful interesting sex_appeal charisma attractiveness spiff adorability
show-stopper joyful interesting attraction affinity allure fascination lure
shapelessness joyful interesting sparkle glory beauty grotesqueness nonuniformity
plainness joyful interesting austereness sparkle glory beauty nonuniformity
austereness joyful interesting plainness sparkle glory beauty nonuniformity
classical_style joyful interesting touch fit walk tendency gracefulness
divisibility joyful interesting nonuniformity invaluableness suitability note good
conspicuousness joyful interesting apparentness audibility perceptibility boldness obtrusiveness
apparentness joyful interesting audibility conspicuousness perceptibility boldness obtrusiveness
obtrusiveness joyful interesting apparentness audibility conspicuousness perceptibility boldness
inconspicuousness joyful interesting unnoticeableness luminosity touch walk tendency
unnoticeableness joyful interesting inconspicuousness luminosity touch walk tendency
combustibility joyful interesting nonuniformity invaluableness suitability note good
congenialness joyful interesting accord justness congruity streak characteristic
congruity joyful interesting congenialness accord justness streak characteristic
socratic_irony joyful interesting streak characteristic point nonuniformity invaluableness
arability joyful interesting nonuniformity invaluableness suitability note good
aptness joyful interesting ticket appropriateness felicity suitability convenience
eligibility joyful interesting insurability fitness habitability suitability convenience
insurability joyful interesting fitness habitability eligibility suitability convenience
opportuneness joyful interesting suitability convenience command handiness ticket
handiness interesting joyful suitability convenience command quality unrighteousness
painfulness joyful interesting nonuniformity invaluableness suitability note good
spinnability joyful interesting nonuniformity invaluableness suitability note good
inaptness joyful interesting inopportuneness unsuitability nonuniformity invaluableness suitability
inopportuneness joyful interesting inaptness unsuitability nonuniformity invaluableness suitability
humanness joyful interesting nonuniformity invaluableness suitability note good
admirability admirable joyful refinement excellence nonuniformity invaluableness suitability
salability joyful interesting nonuniformity invaluableness suitability note good
selling_point joyful interesting streak characteristic point nonuniformity invaluableness
commutability joyful interesting liquidity mutability progressiveness vicissitude convertibility
liquidity joyful interesting mutability progressiveness vicissitude convertibility exchangeability
progressiveness joyful interesting liquidity mutability vicissitude convertibility exchangeability
innateness joyful interesting agelessness absoluteness constancy irreversibility nonuniformity
irreversibility joyful interesting agelessness innateness absoluteness constancy nonuniformity
alterability joyful interesting liquidity mutability progressiveness vicissitude convertibility
vicissitude joyful interesting liquidity mutability progressiveness convertibility exchangeability
identity joyful interesting selfsameness nonuniformity invaluableness suitability note
selfsameness joyful interesting identity nonuniformity invaluableness suitability note
equatability joyful interesting equivalence nonuniformity invaluableness suitability note
differentia joyful interesting nonuniformity variety disparity invaluableness suitability
cert joyful interesting nonuniformity invaluableness suitability note good
determinateness joyful interesting finality nonuniformity invaluableness suitability note
likelihood joyful interesting nonuniformity invaluableness suitability note good
fortuitousness joyful interesting doubt indefiniteness inconclusiveness improbability unlikelihood
factuality joyful interesting nonuniformity invaluableness suitability note good
substantiality joyful interesting literalness concreteness reality nonuniformity invaluableness
prevalence joyful interesting totality nonuniformity invaluableness suitability note
orderliness joyful interesting organization steadiness nonuniformity invaluableness suitability
inhomogeneity joyful interesting instability patchiness ruggedness shakiness nonuniformity
maneuverability joyful interesting weatherliness movability mobility manipulability portability
manipulability joyful interesting movability mobility weatherliness portability looseness
weatherliness joyful interesting maneuverability movability mobility manipulability portability
hatefulness joyful interesting awfulness nonuniformity invaluableness suitability note
incredibility joyful interesting nonuniformity invaluableness suitability note good
unaffectedness joyful interesting naturalization sincerity nonuniformity invaluableness suitability
naturalization joyful interesting unaffectedness sincerity nonuniformity invaluableness suitability
preciosity joyful interesting coyness pretentiousness nonuniformity invaluableness suitability
nutritiousness joyful interesting wholesomeness healthfulness salubrity nonuniformity invaluableness
salubrity joyful interesting wholesomeness nutritiousness healthfulness nonuniformity invaluableness
extraordinariness joyful interesting oddity outlandishness unusualness eeriness uncommonness
uncommonness joyful interesting oddity outlandishness extraordinariness unusualness eeriness
unusualness joyful interesting oddity outlandishness extraordinariness eeriness uncommonness
eeriness joyful interesting oddity outlandishness extraordinariness unusualness uncommonness
outlandishness joyful interesting oddity extraordinariness unusualness eeriness uncommonness
unorthodoxy joyful interesting nonuniformity invaluableness suitability note good
deservingness joyful interesting worthiness quotability praiseworthiness roadworthiness better
roadworthiness joyful interesting worthiness quotability praiseworthiness deservingness better
scandalousness joyful interesting baseness unworthiness drawback nonuniformity invaluableness
hot_stuff joyful interesting popularity nonuniformity invaluableness suitability note
unpopularity joyful interesting nonuniformity invaluableness suitability note good
lawfulness interesting joyful quality unrighteousness asset morality good
licitness joyful interesting lawfulness nonuniformity invaluableness suitability note
courtliness joyful interesting elegance magnificence eclat pomp daintiness
intelligibility joyful interesting perspicuity unambiguity coherence clarity monosemy
readability joyful interesting perspicuity unambiguity coherence clarity monosemy
unintelligibility joyful interesting impenetrability equivocation ambiguity nonuniformity invaluableness
impeccability joyful interesting nobility honesty right justice righteousness
uprightness joyful interesting nobility honesty right justice righteousness
forgivingness interesting joyful mercifulness quality unrighteousness asset morality
bigheartedness joyful interesting liberality bounty altruism munificence kindness
liberality joyful interesting bounty bigheartedness altruism munificence kindness
munificence joyful interesting liberality bounty bigheartedness altruism kindness
altruism joyful interesting liberality bounty bigheartedness munificence kindness
power_hunger joyful interesting ambition openness manner heat trait
second_wind joyful interesting openness manner heat trait heart
scrappiness joyful interesting openness manner heat trait heart
benignity joyful interesting good beneficence right justice natural_virtue
loving-kindness joyful interesting kindness good beneficence right justice
savoir-faire joyful interesting tact delicacy kindness good beneficence
unperceptiveness joyful interesting unkindness nonuniformity invaluableness suitability note
rightness joyful interesting good nobility honesty beneficence right
anomie joyful interesting unrighteousness artfulness error injustice nonuniformity
corruptness joyful interesting artfulness unrighteousness injustice error rascality
ideality joyful interesting nonuniformity invaluableness suitability note good
safeness joyful interesting streak characteristic point nonuniformity invaluableness
curability joyful interesting streak characteristic point nonuniformity invaluableness
stoutheartedness joyful interesting openness manner heat trait heart
cravenness joyful interesting timidity fearfulness openness manner heat
self-control interesting joyful resoluteness trait activeness liveliness animation
single-mindedness joyful interesting resoluteness self-control openness manner heat
indefatigability joyful interesting sedulity assiduity studiousness bookishness resoluteness
steadfastness joyful interesting resoluteness self-control openness manner heat
bookishness joyful interesting sedulity indefatigability assiduity studiousness resoluteness
sanctimoniousness joyful interesting equivocation fulsomeness artfulness unrighteousness injustice
fulsomeness joyful interesting sanctimoniousness equivocation artfulness unrighteousness injustice
high-mindedness joyful interesting nobility honorableness honesty right justice
good_faith joyful interesting honesty integrity nobility right justice
speciousness joyful interesting artfulness unrighteousness injustice error rascality
fidelity joyful interesting loyalty dedication nonuniformity invaluableness suitability
credulousness joyful interesting innocency nonuniformity invaluableness suitability note
monasticism joyful interesting eremitism continence austerity abstinence temperance
eremitism joyful interesting continence austerity monasticism abstinence temperance
continence joyful interesting eremitism austerity monasticism abstinence temperance
self-restraint joyful interesting temperance inhibition eremitism continence austerity
civic_pride joyful interesting fulfillment contentment bonheur belonging happiness
knowledgeability joyful interesting statesmanship prudence circumspection parsimony frugality
statesmanship joyful interesting prudence circumspection parsimony frugality wisdom
credulity joyful interesting overcredulity trust openness manner heat
overcredulity joyful interesting credulity trust openness manner heat
slatternliness joyful interesting openness manner heat trait heart
squeamishness joyful interesting tidiness fastidiousness cleanliness openness manner
swashbuckling joyful interesting manner bearing seemliness propriety openness
faultlessness joyful interesting seemliness propriety manner bearing openness
priggishness joyful interesting seemliness propriety manner bearing openness
becomingness joyful interesting decorum seemliness propriety manner bearing
unbecomingness joyful interesting gaminess political_incorrectness manner bearing seemliness
refractoriness joyful interesting openness manner heat trait heart
prankishness joyful interesting openness manner heat trait heart
bearing interesting joyful manner seemliness propriety trait activeness
bedside_manner joyful interesting manner bearing seemliness propriety openness
foppishness joyful interesting manner bearing seemliness propriety openness
ceremoniousness joyful interesting stateliness manner bearing seemliness propriety
informality joyful interesting casualness unceremoniousness manner bearing seemliness
casualness joyful interesting unceremoniousness informality manner bearing seemliness
unceremoniousness joyful interesting casualness informality manner bearing seemliness
ungraciousness joyful interesting impoliteness crust abruptness incivility contempt
incivility joyful interesting impoliteness crust abruptness ungraciousness contempt
discursiveness joyful interesting mediacy allusiveness streak characteristic point
rurality joyful interesting streak characteristic point openness manner
hoariness joyful interesting youth touch walk tendency gracefulness
brand-newness joyful interesting crispness youth touch walk tendency
crispness joyful interesting brand-newness youth touch walk tendency
fast_lane joyful interesting free_living touch fit walk tendency
free_living joyful interesting fast_lane touch fit walk tendency
flabbiness joyful interesting mushiness flakiness brittleness touch walk
mushiness joyful interesting flabbiness flakiness brittleness touch walk
brittleness joyful interesting flakiness flabbiness mushiness touch walk
flakiness joyful interesting brittleness flabbiness mushiness touch walk
proneness joyful interesting tendency touch walk gracefulness fit
paleness joyful interesting dark_red hue touch walk tendency
ruddiness joyful interesting dark_red touch walk tendency gracefulness
noisiness joyful interesting boisterousness forte touch walk tendency
lyricality joyful interesting forte touch walk tendency gracefulness
consonance joyful interesting forte touch walk tendency gracefulness
plangency joyful interesting forte shrillness touch walk tendency
forte interesting joyful strength dark_red fit profusion tendency
lankiness joyful interesting walk gracefulness dumpiness body_type athletic_type
dumpiness joyful interesting walk gracefulness body_type lankiness athletic_type
athletic_type joyful interesting body_type walk gracefulness dumpiness lankiness
buxomness joyful interesting walk gracefulness touch tendency fit
tallness joyful interesting walk gracefulness touch tendency fit
sex_characteristic joyful interesting surface like brand rule idea
virility joyful interesting walk gracefulness androgyny touch tendency
androgyny joyful interesting walk gracefulness virility touch tendency
dissolubility joyful interesting luminosity touch walk tendency gracefulness
visual_range joyful interesting apparentness audibility conspicuousness perceptibility boldness
fibrosity joyful interesting nonuniformity invaluableness suitability note good
sustainability joyful interesting touch walk tendency gracefulness fit
good_part joyful interesting strength touch walk tendency gracefulness
leg joyful interesting stamen endurance strength touch walk
immunity joyful interesting strength touch walk tendency gracefulness
covalence joyful interesting color potency puissance interest newsworthiness
momentum joyful interesting high touch walk tendency gracefulness
overemphasis joyful interesting high touch walk tendency gracefulness
achilles'_heel joyful interesting enervation jugular touch walk tendency
jugular joyful interesting enervation achilles'_heel touch walk tendency
lateness joyful interesting lastingness presentness modernity touch walk
presentness joyful interesting modernity lastingness lateness touch walk
precipitation joyful interesting improvement transformation rise emanation victory
ambidexterity joyful interesting touch walk tendency gracefulness fit
oblateness joyful interesting touch walk tendency gracefulness fit
orthogonality joyful interesting angularity touch walk tendency gracefulness
hyperfocal_distance joyful interesting true worldliness social_welfare polarity pool
sciolism joyful interesting depth profundity glibness high touch
extremeness joyful interesting nonuniformity invaluableness suitability note good
signal_level joyful interesting profusion sweep touch walk tendency
ampleness joyful interesting bulkiness profusion sweep touch walk
bulkiness joyful interesting ampleness profusion sweep touch walk
puniness joyful interesting profusion sweep dwarfishness touch walk
dwarfishness joyful interesting profusion sweep puniness touch walk
slenderness joyful interesting profusion sweep touch walk tendency
starkness joyful interesting sweep profusion touch walk tendency
coextension joyful interesting elongation profusion sweep luminosity touch
highness joyful interesting profusion sweep touch walk tendency
praisworthiness joyful interesting invaluableness value gold standard price
invaluableness interesting joyful gold value worth importance significance
undesirability joyful interesting drawback nonuniformity invaluableness suitability note
behalf joyful interesting better nonuniformity invaluableness suitability note
optimum joyful interesting better nonuniformity invaluableness suitability note
fruitlessness joyful interesting nonuniformity invaluableness suitability note good
detergency joyful interesting utility nonuniformity invaluableness suitability note
instrumentality joyful interesting utility nonuniformity invaluableness suitability note
idealism joyful interesting impracticality inutility futility nonuniformity invaluableness
inner_resource joyful interesting shadow recourse profit advantage handicap
common_good joyful interesting profit advantage handicap edge lead
advisability joyful interesting sensibleness better nonuniformity invaluableness suitability
drawback interesting joyful quality unrighteousness asset morality good
inexpedience joyful interesting drawback limitation nonuniformity invaluableness suitability
constructiveness joyful interesting nonuniformity invaluableness suitability note good
big_deal joyful interesting significance importance consequence invaluableness value
significance interesting joyful consequence importance value worth invaluableness
historicalness joyful interesting significance consequence importance invaluableness value
meaningfulness joyful interesting purposefulness significance consequence importance invaluableness
purposefulness joyful interesting meaningfulness significance consequence importance invaluableness
essentiality joyful interesting vitalness significance importance consequence invaluableness
vitalness joyful interesting essentiality significance importance consequence invaluableness
imperativeness joyful interesting significance importance consequence invaluableness value
dispensability joyful interesting insignificance inanity meaninglessness purposelessness invaluableness
purposelessness joyful interesting insignificance dispensability inanity meaninglessness invaluableness
right_to_privacy joyful interesting right_to_liberty like brand surface rule
right_to_liberty joyful interesting right_to_privacy like brand surface rule
puissance interesting joyful potency interest color newsworthiness quality
topicality joyful interesting color interest newsworthiness potency puissance
lifeblood joyful interesting color potency puissance interest newsworthiness
free_will joyful interesting color potency puissance interest newsworthiness
lung-power joyful interesting voice form capability ability nonuniformity
boringness joyful interesting nonuniformity invaluableness suitability note good
domesticity joyful interesting nonuniformity invaluableness suitability note good
finiteness joyful interesting nonuniformity invaluableness suitability note good
quantifiability joyful interesting ratability scalability nonuniformity invaluableness suitability
solubility joyful interesting nonuniformity invaluableness suitability note good
